Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Promoter holding,Industry PE,EPS,Debt to equity,Return on equity,Return on assets,Return on capital employed,OPM,Profit after tax,Price to Earning,Dividend yield,Sales growth,Profit growth,Price to Free Cash Flow,PEG Ratio,Current ratio,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Average return on equity 5Years,Average return on equity 3Years,Return over 1year,Return over 3years,Return over 5years,Operating profit,Net profit,Sales preceding year,Operating profit preceding year,Operating profit growth,Debt 3Years back,Debt 5Years back,Free cash flow 3years,Free cash flow 5years,Operating cash flow 3years,Operating cash flow 5years,Net cash flow last year,FII holding,DII holding,Return on capital employed preceding year,Return on equity preceding year,Average return on capital employed 3Years,Average return on capital employed 5Years,Sales,EVEBITDA,Quick ratio,Quick ratio.1,EPS growth 5Years,EPS growth 3Years,Dividend Payout Ratio,RSI,DMA 50,Sector
Maruti Suzuki,532500.0,MARUTI,Automobiles - Passenger Cars,12257.0,385166.44,58.28,26.56,461.2,0.0,15.95,11.73,21.76,13.18,14500.2,26.56,1.02,7.79,7.44,72.09,0.76,0.97,20.07,15.11,72.51,34.76,12.73,15.31,-4.37,16.67,17.99,20156.3,14500.2,141858.2,18626.3,8.21,425.5,184.1,16037.4,21082.5,43751.9,54448.6,-2475.0,14.96,23.56,21.82,16.84,19.86,15.27,152913.0,15.13,0.74,0.74,33.69,70.22,29.27,64.12,11826.23,"Automobile and Auto Components, Diversified"
Mastek,523704.0,MASTEK,Computers - Software - Medium / Small,2088.4,6464.67,35.97,31.76,121.5,0.24,16.3,9.87,17.47,15.82,370.73,17.44,0.91,13.11,23.4,21.69,0.69,1.95,16.52,26.39,9.24,25.12,19.58,17.07,-22.47,-9.45,53.35,546.45,375.93,3054.79,508.67,7.43,202.83,334.64,892.75,1405.15,923.17,1483.8,62.94,10.0,9.84,18.01,15.93,19.64,23.47,3455.23,11.58,1.95,1.95,19.2,8.15,18.87,39.69,2309.23,Information Technology
Max Financial,500271.0,MFSL,Finance & Investments,1305.0,44987.56,1.74,20.15,7.3,0.1,9.21,0.27,9.77,0.79,251.84,178.64,0.0,17.7,-41.44,5.63,33.64,0.99,14.2,19.01,-7.19,5.31,9.7,8.79,29.09,19.87,22.67,389.21,315.01,31415.49,553.73,-28.21,3.46,0.0,24005.09,36144.48,24525.08,36868.98,986.06,44.75,47.29,11.89,10.16,10.42,13.07,48982.25,109.43,0.99,0.99,0.22,-7.19,0.0,79.7,1156.69,Financial services
Max Healthcare,543220.0,MAXHEALTH,Healthcare,1098.2,106770.28,23.74,52.96,10.37,0.2,13.37,9.57,16.0,26.27,1060.36,100.69,0.14,25.86,0.32,215.38,0.13,1.26,29.18,26.17,95.53,780.3,12.04,13.39,30.69,38.45,,1718.61,1008.42,4562.6,1240.53,18.45,1101.41,1002.75,1486.98,1649.12,3146.45,3514.13,-394.49,54.74,17.59,14.99,16.1,14.41,12.3,6541.62,57.27,1.2,1.2,681.89,95.13,13.78,51.35,1080.7,"Consumer Services, Diversified, Healthcare, Services"
Mazagon Dock,543237.0,MAZDOCK,Miscellaneous,3057.6,123347.65,84.83,51.11,68.2,0.0,35.19,6.57,44.19,21.95,2751.19,44.83,0.48,34.59,71.93,239.33,1.52,1.18,32.74,15.46,47.04,29.45,23.99,27.31,160.34,173.11,,2494.13,2751.19,7827.18,800.61,127.13,29.66,0.0,1546.11,1376.33,2036.72,2009.39,1655.06,2.26,1.69,32.68,25.95,32.68,28.94,11361.12,30.04,0.94,0.94,32.21,47.04,28.53,70.42,2531.35,Fast Moving Consumer Goods
Metro Brands,543426.0,METROBRAND,Leather / Leather Products,1070.0,29184.14,71.88,60.09,15.11,0.57,24.2,13.29,19.66,29.37,411.03,71.0,0.47,5.6,26.15,92.91,3.13,3.08,43.35,14.13,87.06,22.67,21.1,23.61,-0.33,23.35,,718.86,414.69,2127.1,680.17,5.02,566.9,424.46,940.43,1410.04,1190.45,1728.81,16.09,3.46,7.36,24.32,25.43,21.21,18.76,2447.6,36.98,1.95,1.95,6.28,85.58,32.96,45.86,1103.01,"Consumer Durables, Fast Moving Consumer Goods"
Metropolis Healt,542650.0,METROPOLIS,Healthcare,1701.5,8719.09,48.9,52.96,29.71,0.16,12.2,8.4,15.79,24.35,152.24,57.27,0.24,13.6,22.02,42.4,38.18,1.64,6.56,9.67,-11.39,1.5,20.7,17.03,-6.4,-10.81,6.15,320.66,152.81,1148.21,293.35,17.51,112.27,17.78,617.53,1017.43,764.43,1228.46,-6.21,15.29,30.3,17.38,15.24,20.72,27.65,1316.92,26.72,1.49,1.49,1.08,-11.45,16.04,55.71,1684.71,"Consumer Services, Diversified, Healthcare, Services"
Minda Corp,538962.0,MINDACORP,Auto Ancillaries,486.45,11639.25,64.84,22.85,11.46,0.25,12.79,6.86,15.2,11.32,274.09,42.47,0.29,9.74,-1.55,149.43,5.55,1.7,25.24,8.51,34.54,7.65,8.7,15.21,19.21,25.2,47.89,560.48,274.09,4300.1,463.4,13.74,532.4,685.3,233.5,492.7,841.0,1376.9,44.2,8.33,18.48,16.47,19.56,14.49,9.29,4949.94,20.02,1.26,1.26,6.56,34.54,14.73,37.82,518.16,Automobile and Auto Components
MMTC,513377.0,MMTC,Trading,56.19,8429.97,89.93,28.79,1.03,0.09,9.97,4.11,9.23,-4651.94,159.74,52.77,0.0,-99.57,68.2,63.34,9.63,1.59,-95.17,-83.72,20.4,5.48,,,-24.17,7.6,30.76,-144.21,154.18,3527.38,-107.01,4.45,2421.81,961.49,399.22,-489.08,400.55,-484.22,-197.99,0.16,1.87,23.01,49.15,17.16,9.53,3.1,37.9,1.59,1.59,5.48,20.4,0.0,52.84,56.54,Services
Motherson Wiring,543498.0,MSUMI,Auto Ancillaries,55.76,24660.99,61.73,22.85,1.43,0.17,42.45,21.15,47.96,11.25,632.37,39.0,1.43,13.69,8.03,66.89,,1.68,28.36,,17.26,,,48.17,-19.25,3.95,,1017.24,632.37,7068.0,792.0,9.9,96.3,,1105.7,,1515.3,,130.9,10.16,16.21,43.82,39.79,59.82,59.82,9043.43,24.12,0.82,0.82,,,55.41,61.8,53.58,Automobile and Auto Components
Motil.Oswal.Fin.,532892.0,MOTILALOFS,Finance & Investments,652.75,39143.45,68.44,12.49,41.74,1.33,25.25,7.63,18.67,54.51,2501.64,15.65,0.77,17.96,2.45,-42.27,0.23,1.8,24.72,28.74,24.07,68.73,26.44,25.15,9.85,42.42,38.82,4545.31,2508.18,7069.35,4067.43,11.75,6152.49,4626.93,-2776.31,-2019.65,-2192.93,-1320.95,882.46,6.01,5.71,20.69,32.59,17.43,18.65,8339.05,9.39,1.8,1.8,68.34,23.87,11.98,49.73,659.42,Financial services
Mphasis,526299.0,MPHASIS,Computers - Software - Large,2469.0,46940.08,40.14,29.57,89.55,0.2,18.48,11.78,22.2,18.6,1702.14,27.58,2.23,7.17,10.34,26.65,3.66,1.57,5.96,9.98,6.16,7.54,19.8,19.47,6.66,-4.59,27.64,2646.98,1702.14,13278.52,2421.89,9.29,527.24,571.28,5284.02,8209.91,5546.67,8716.93,193.55,20.61,34.91,23.95,18.44,25.02,25.5,14229.99,16.27,1.57,1.57,7.13,5.74,63.65,55.1,2449.78,Information Technology
MRF,500290.0,MRF,Tyres,134505.0,57050.16,27.78,28.27,4134.0,0.18,12.55,7.7,16.12,14.28,1753.27,32.54,0.15,11.22,-13.45,-100.94,2.76,1.42,15.91,9.4,15.49,11.81,8.68,7.36,1.12,22.75,17.32,3917.87,1753.29,23008.33,2404.19,-6.61,2388.23,2506.31,-1679.06,1315.27,5477.96,12073.77,54.56,17.54,12.22,7.43,4.87,9.89,11.15,27427.72,13.91,0.81,0.81,11.81,15.49,4.07,81.44,118285.28,
Multi Comm. Exc.,534091.0,MCX,Miscellaneous,6128.0,31258.32,0.0,55.35,100.48,0.0,5.82,2.58,7.15,60.56,512.45,61.0,0.12,57.58,74168.12,123.79,-5.18,1.42,20.51,17.9,-23.16,-11.78,10.82,9.14,49.14,62.42,41.83,607.14,512.45,513.51,144.71,1569.01,1.55,0.0,757.37,973.63,1053.63,1318.35,-1.57,21.8,58.1,13.16,10.28,11.58,13.14,1002.47,42.1,1.42,1.42,-11.78,-23.16,46.88,65.22,5573.83,Fast Moving Consumer Goods
Muthoot Finance,533398.0,MUTHOOTFIN,Finance & Investments,2169.9,87168.32,73.35,20.15,118.3,2.91,17.86,5.14,13.15,78.49,4749.2,18.35,1.2,29.59,21.9,-20.61,1.19,1.76,6.17,12.93,2.85,15.47,21.88,19.39,26.11,19.77,20.26,12287.03,4749.2,10514.85,8405.15,27.75,45946.28,26833.15,-12678.84,-24774.35,-12345.21,-24279.75,-1392.26,11.02,11.75,12.05,17.63,13.12,14.25,15653.61,13.1,1.76,1.76,15.43,2.82,23.79,47.58,2204.94,Financial services
Narayana Hrudaya,539551.0,NH,Healthcare,1760.5,35975.69,63.85,52.96,38.35,0.53,31.43,16.08,26.54,22.53,783.66,45.91,0.23,8.52,1.55,120.3,0.68,1.55,24.78,11.89,365.13,67.79,23.63,30.87,36.78,35.98,44.48,1213.87,784.15,4524.77,986.88,7.09,825.64,813.47,897.37,1460.8,2636.18,3383.8,97.15,9.66,8.52,31.59,33.06,27.63,19.61,5387.06,28.66,1.46,1.46,67.79,365.13,10.36,57.11,1634.4,"Consumer Services, Diversified, Healthcare, Services"
Natco Pharma,524816.0,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,850.9,15237.0,49.56,29.08,104.13,0.03,25.92,22.13,30.1,50.16,1863.7,8.18,1.12,11.71,45.85,32.97,0.48,4.96,24.9,13.81,49.38,17.08,14.24,15.78,-16.43,2.64,6.86,2145.2,1863.7,2707.1,935.6,34.65,267.6,386.3,1386.5,1558.9,2107.2,2823.3,-61.5,17.49,5.64,17.67,15.34,17.22,15.85,4276.8,5.61,4.19,4.19,17.57,50.27,12.25,51.38,892.11,Healthcare
Natl. Aluminium,532234.0,NATIONALUM,Aluminium and Aluminium Products,156.47,28737.78,51.28,24.17,23.21,0.01,12.58,9.42,16.95,39.2,3945.54,7.28,5.11,14.03,151.95,26.68,36.4,2.29,13.66,2.72,10.45,0.2,13.02,16.25,-15.54,14.2,37.53,5918.27,4262.13,14256.85,2450.07,133.74,102.08,66.79,3231.92,3029.17,7677.17,9528.01,-19.8,15.81,15.7,15.13,11.96,22.02,16.21,15098.85,4.04,1.72,1.72,0.51,10.45,44.58,41.67,173.12,"Construction Materials, Metals & Mining"
Nava,513023.0,NAVA,Diversified - Large,454.95,13182.02,50.13,13.03,36.64,0.09,17.85,11.11,16.27,47.18,1064.38,12.38,0.44,3.01,16.9,8.45,0.4,5.22,14.43,5.32,40.1,31.34,15.31,17.57,80.93,76.65,88.93,1835.12,1386.24,3528.15,1568.67,11.03,3392.2,3437.64,4689.57,5811.14,5005.13,6289.33,-128.9,9.74,0.19,16.83,21.84,15.99,14.6,3889.24,6.56,4.38,4.38,36.91,43.64,4.62,44.78,463.04,Diversified
Navin Fluo.Intl.,532504.0,NAVINFLUOR,Chemicals,4521.6,22427.96,28.43,27.93,53.23,0.56,10.07,5.82,10.43,20.67,263.99,84.96,0.27,4.18,-10.4,-53.89,9.09,1.55,20.53,15.7,-2.19,9.35,17.18,14.25,32.24,4.77,23.51,465.06,263.99,2077.4,550.34,-5.09,25.06,4.14,-1248.57,-1043.11,761.06,1154.97,-7.83,20.16,30.04,20.45,18.21,16.68,18.57,2250.39,46.68,1.16,1.16,9.3,-2.24,27.48,69.79,4133.36,"Chemicals, Diversified"
NBCC,534309.0,NBCC,Miscellaneous,95.19,25701.3,61.75,32.72,1.86,0.0,24.85,4.16,31.99,5.04,566.03,45.41,0.56,24.32,29.63,-272.75,6.8,1.18,14.48,0.97,32.22,6.68,17.08,20.9,2.17,55.59,48.46,577.27,516.25,8876.37,344.67,54.3,0.51,0.0,-282.69,301.46,-221.14,348.04,-248.82,4.2,8.93,26.95,20.81,26.72,23.27,11454.35,25.95,1.06,1.06,6.68,32.22,28.24,57.72,88.93,Fast Moving Consumer Goods
NCC,500294.0,NCC,Construction,211.9,13292.42,22.11,20.14,12.83,0.25,11.41,4.39,22.1,8.48,825.43,16.1,1.04,16.8,22.88,12.34,4.81,1.32,37.9,10.08,41.35,3.35,8.19,9.32,-12.51,45.67,52.14,1912.28,841.92,15553.41,1458.99,13.63,2062.04,2691.4,3234.25,4815.42,3875.11,5648.34,269.54,13.79,15.6,18.65,9.96,17.71,15.48,22553.36,6.86,1.17,1.17,2.43,39.98,19.44,50.6,212.89,"Construction Materials, Metals & Mining, Realty"
Nestle India,500790.0,NESTLEIND,Food - Processing - MNC,2388.2,230264.83,62.76,60.28,33.27,0.29,,,,23.51,3071.28,74.97,0.71,5.62,2.28,,,0.8,,,,,,,-4.75,9.22,5.91,4749.76,3207.59,19126.3,4470.99,6.24,,,,,,,-722.67,10.02,11.3,,,0.0,0.0,20201.56,48.11,0.19,0.19,,,81.16,61.34,2298.52,"Diversified, Fast Moving Consumer Goods"
Netweb Technol.,543945.0,NETWEB,Computers - Hardware,1411.4,8004.37,71.03,25.38,17.94,0.02,29.32,17.24,38.43,14.0,101.14,79.14,0.14,71.99,78.16,1781.0,0.83,2.49,71.8,41.02,109.54,95.08,40.3,40.27,-16.01,,,140.06,101.14,444.97,70.01,81.26,30.54,11.25,13.48,3.39,50.69,43.73,82.58,10.67,5.34,64.41,68.01,51.49,44.27,1000.26,52.13,1.58,1.58,23.18,-2.62,14.85,38.64,1594.44,"Capital Goods, Information Technology"
Netwrk.18 Media,532798.0,NETWORK18,Entertainment / Electronic Media Software,43.54,6712.38,56.89,11.88,-10.94,0.62,-3.28,-1.43,0.64,-4.8,-327.98,,0.0,-25.92,-62.25,-1.32,,0.26,5.41,5.16,,,-1.54,-2.93,-51.02,-20.36,14.06,-330.29,-1776.67,9297.45,-657.61,49.77,2284.35,3265.21,-15213.8,-13493.49,-11181.13,-9194.26,120.78,6.98,0.19,-0.26,-2.54,0.86,5.75,6887.92,26.5,0.26,0.26,,,0.0,46.51,46.62,"Consumer Services, Information Technology, Media Entertainment & Publication"
Neuland Labs.,524558.0,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,11992.0,15393.0,32.68,27.4,233.72,0.08,26.39,17.61,33.26,24.72,239.96,64.15,0.12,-2.98,-24.32,180.95,0.82,2.34,18.49,18.51,61.87,78.6,14.27,18.46,57.93,108.37,93.24,379.11,299.86,1191.2,272.71,-20.27,182.3,231.46,254.48,347.77,558.78,805.48,42.16,22.12,10.97,20.85,17.9,21.21,16.55,1533.48,38.78,1.4,1.4,78.6,61.87,6.02,47.89,12268.78,Healthcare
New India Assura,540769.0,NIACL,Finance & Investments,172.07,28380.33,85.44,49.5,6.0,0.0,1.19,0.31,0.56,2.16,988.4,28.71,1.2,3.75,6.27,-5.75,1.17,0.37,9.72,9.57,-41.85,24.61,2.7,0.36,-30.38,13.35,7.5,942.35,994.91,41007.35,1278.89,-12.1,0.0,0.0,-14798.76,-15104.28,-14578.68,-14768.87,1910.19,0.91,11.2,-1.83,-0.94,-0.18,3.09,43592.61,15.89,0.37,0.37,24.61,-41.85,28.49,59.81,164.91,Financial services
Newgen Software,540900.0,NEWGEN,Computers - Software - Medium / Small,986.55,13967.99,53.78,31.76,20.9,0.03,22.72,17.2,26.58,25.8,293.19,47.64,0.41,22.45,37.47,92.78,2.42,4.11,23.01,15.53,26.31,19.65,20.16,21.57,6.19,61.56,70.89,337.97,293.19,887.8,197.51,38.84,15.67,67.73,451.71,689.56,494.04,786.71,2.69,19.36,9.13,23.53,19.72,25.69,24.08,1310.06,34.66,4.11,4.11,19.46,26.22,23.56,50.27,1015.66,Information Technology
NHPC Ltd,533098.0,NHPC,Power Generation And Supply,85.79,86156.44,67.4,31.76,2.7,0.85,9.61,4.5,7.67,53.57,2709.67,31.8,2.21,1.52,-27.28,460.57,3.46,1.15,-0.05,1.41,2.13,9.2,10.38,10.29,-10.82,37.22,32.76,5315.17,3109.86,10607.4,6183.93,8.19,23365.24,19065.79,561.32,2933.64,16231.76,24294.08,387.87,8.81,10.62,8.45,10.86,7.44,7.99,9921.03,16.36,1.12,1.12,9.2,2.13,52.66,54.88,82.51,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
Nippon Life Ind.,540767.0,NAM-INDIA,Finance & Investments,638.7,40502.68,72.32,20.15,20.27,0.02,31.39,28.44,41.07,64.63,1286.39,31.49,2.58,9.58,16.17,60.81,1.24,2.1,13.31,13.34,20.02,25.38,25.98,27.48,8.5,26.37,20.95,1441.63,1286.39,2035.65,1386.17,4.0,0.0,0.0,1999.92,3009.05,2563.57,3599.09,2.32,8.34,12.81,36.24,29.54,34.65,33.02,2230.69,23.27,2.1,2.1,24.47,19.21,88.81,59.03,594.09,Financial services
Niva Bupa Health,544286.0,NIVABUPA,Finance & Investments,81.59,14947.05,55.98,49.5,,0.12,5.69,1.63,4.85,-5.18,81.85,182.62,0.0,32.55,552.71,27.21,,0.23,43.73,,53.91,,,-3.86,,,,-217.48,81.85,3165.2,-368.54,40.99,0.0,,1643.45,,1742.86,,40.96,8.9,9.71,1.37,1.88,-7.76,-8.2,4195.57,135.59,0.23,0.23,,,0.0,57.94,77.21,Financial services
NLC India,513683.0,NLCINDIA,Power Generation And Supply,227.58,31543.59,72.2,31.76,16.25,1.27,6.79,2.01,6.54,23.13,2253.3,14.0,1.32,2.69,-12.5,8.74,-2.1,1.06,9.37,5.66,-1.61,-6.67,9.5,9.27,-6.09,40.65,38.13,3465.82,2359.07,16165.24,5740.29,-16.87,27234.28,20598.4,10826.47,8648.12,17541.1,23577.56,487.39,2.91,14.63,13.48,15.5,9.22,8.93,14985.34,9.62,0.87,0.87,-6.67,-1.61,22.44,41.8,235.09,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
NMDC,526371.0,NMDC,Mining / Minerals / Metals,64.79,56944.82,60.79,16.56,7.37,0.15,23.93,17.62,30.91,35.05,6483.02,8.78,3.73,13.16,12.5,14.38,1.88,2.37,11.5,11.89,-2.65,4.67,23.98,29.04,-23.6,16.04,25.53,8199.27,6464.1,17666.88,6053.74,11.5,2000.28,364.15,11881.54,17248.04,16174.19,25566.29,16.39,11.72,15.12,29.06,23.0,36.8,32.51,23390.24,4.82,2.13,2.13,5.6,-2.65,38.14,45.53,66.25,"Metals & Mining, Oil Gas & Consumable Fuels"
NMDC Steel,543768.0,NSLNISP,Steel - Medium / Small,35.35,10374.3,60.79,22.41,,0.45,-9.59,-5.68,-8.69,-32.66,-2761.23,,0.0,524.18,-294.75,,,0.74,,,,,,-3.73,-45.19,,,-2453.3,-2761.23,0.0,0.0,-409.69,0.0,,-5104.02,-5104.04,-473.92,-473.94,-614.49,4.6,16.03,0.0,0.0,-8.69,-104.34,7510.53,-6.99,0.35,0.35,,,0.0,48.0,36.45,Metals & Mining
NTPC,532555.0,NTPC,Power Generation And Supply,354.55,343506.6,51.1,31.76,22.67,1.44,13.62,4.64,10.47,28.18,21979.97,15.63,2.19,6.14,12.7,20.66,2.28,0.93,16.97,12.22,10.82,6.85,12.06,12.78,-2.38,31.42,30.12,52392.4,22546.06,176207.18,47595.95,8.26,210207.87,173058.23,49932.13,64921.37,129724.6,186058.33,397.69,17.79,27.22,9.81,12.05,9.81,9.51,185891.75,9.75,0.75,0.75,7.28,10.82,36.11,50.96,347.22,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
NTPC Green,544289.0,NTPCGREEN,Power Generation And Supply,100.55,84653.39,89.01,31.76,0.6,2.22,6.2,1.51,7.6,89.05,344.71,245.58,0.0,1056.58,101.33,,,0.27,,,,,,,,,,1747.76,344.72,169.69,152.06,1049.39,,,,,,,42.88,1.98,4.87,,,7.6,7.6,1962.6,53.73,0.26,0.26,,,0.0,46.85,103.35,"Capital Goods, Diversified, Energy, Oil Gas & Consumable Fuels"
Nuvama Wealth,543988.0,NUVAMA,Finance & Investments,6094.5,21916.11,54.79,12.49,256.04,2.48,24.28,3.78,16.54,53.0,910.53,24.07,2.37,39.61,71.96,-12.77,,1.52,31.63,,82.14,,,18.74,16.6,,,2098.8,910.53,2223.31,883.0,57.8,1427.62,,-5156.14,-6798.9,-4948.53,-6555.9,-421.56,16.58,5.8,12.2,14.57,14.12,14.76,3959.98,7.08,1.52,1.52,,,0.0,55.99,5859.61,Financial services
Nuvoco Vistas,543334.0,NUVOCO,Cement - North India,319.25,11405.72,72.02,46.03,-1.21,0.55,1.61,0.76,5.42,12.79,-43.35,,0.0,-4.48,-106.64,11.09,,0.45,12.75,8.76,138.34,67.14,2.2,2.3,-5.71,-3.19,,1311.19,-43.35,10586.17,1211.08,-13.36,7791.66,4683.0,3084.09,4709.46,4524.79,7266.9,-94.91,3.55,19.37,1.93,4.73,3.85,5.03,10247.86,12.11,0.26,0.26,48.84,130.08,0.0,48.6,322.45,Construction Materials
O N G C,500312.0,ONGC,Oil Drilling / Allied Services,244.45,307437.33,58.89,17.37,31.01,0.54,16.26,8.81,18.43,13.6,39568.13,7.77,5.01,2.54,-16.76,5.97,0.79,0.89,24.86,7.0,47.06,9.83,13.35,16.51,-13.58,15.07,25.06,89624.51,40998.79,632291.18,75526.99,-10.17,133186.92,107741.69,154437.93,198320.35,263573.04,381351.21,-3591.02,7.11,19.93,13.92,14.13,16.05,13.55,659221.21,4.43,0.56,0.56,9.83,47.06,31.31,52.88,241.26,Oil Gas & Consumable Fuels
Oberoi Realty,533273.0,OBEROIRLTY,Construction,1641.6,59703.68,67.7,32.22,61.21,0.21,15.06,10.5,18.16,58.7,2225.51,26.83,0.49,17.58,26.64,288.65,1.01,4.34,25.19,18.76,29.09,26.61,13.16,14.98,10.67,19.57,36.65,3103.05,2225.51,4495.79,2429.91,27.7,2855.47,1518.84,620.35,-144.83,2589.38,4354.12,-29.29,19.96,10.19,15.24,13.49,16.48,14.14,5286.27,18.8,1.65,1.65,26.61,29.09,9.8,52.0,1652.06,"Construction Materials, Metals & Mining, Realty"
Oil India,533106.0,OIL,Oil Drilling / Allied Services,410.75,66870.78,56.66,17.37,45.38,0.53,18.01,10.34,17.67,34.95,7375.06,9.07,2.56,5.39,5.9,39.32,0.62,1.4,21.7,18.17,27.39,14.64,19.86,20.99,-0.65,39.2,44.2,11481.15,7875.6,36084.42,15255.11,-8.09,19718.42,15113.71,5097.75,10393.36,31653.12,43380.94,-30.37,8.51,18.31,25.35,25.23,21.24,18.34,32851.15,6.33,1.02,1.02,14.64,27.39,24.82,62.48,393.06,Oil Gas & Consumable Fuels
Ola Electric,544225.0,OLAELEC,Automobiles - Motorcycles / Mopeds,48.69,21480.62,36.78,45.93,-5.98,0.51,,-24.01,-32.13,-24.65,-1799.0,,0.0,90.42,-14.36,-10.8,,2.19,1699.32,,,,,,,,,-1356.0,-1822.0,2630.93,-1252.29,-1.08,42.18,,-5967.37,,-3025.31,,-179.4,2.89,2.93,-30.27,-116.22,-28.69,-28.69,5501.0,-19.26,1.98,1.98,,25.99,0.0,37.24,56.07,Automobile and Auto Components
Olectra Greentec,532439.0,OLECTRA,Automobiles - LCVs / HCVs,1161.5,9528.51,50.02,21.46,16.03,0.19,8.77,5.0,14.79,14.53,131.6,72.41,0.03,32.27,46.0,669.66,1.56,1.58,60.07,46.66,111.69,46.55,4.74,7.34,-32.73,22.05,75.11,238.53,133.42,1090.76,141.28,32.75,8.1,24.26,42.72,-114.82,254.14,244.3,0.51,5.38,0.45,13.29,8.11,12.04,8.02,1641.79,36.41,1.27,1.27,45.87,111.69,4.27,45.95,1204.55,"Automobile and Auto Components, Diversified"
One 97,543396.0,PAYTM,Miscellaneous,864.75,55164.03,0.0,42.07,-10.53,0.01,-9.07,-6.83,-8.5,-26.0,-2002.36,,0.0,-27.77,-94.52,-75.79,,3.7,52.72,25.35,8.72,11.31,-18.67,-14.46,132.21,14.13,,-1886.7,-669.1,7990.3,-1643.7,-125.55,612.0,932.3,-2183.1,-7015.9,-169.9,-4629.0,967.2,55.39,14.02,-12.49,-13.09,-14.27,-19.55,7256.0,-40.24,3.7,3.7,14.57,24.55,0.0,57.62,814.16,Fast Moving Consumer Goods
Oracle Fin.Serv.,532466.0,OFSS,Computers - Software - Medium / Small,8721.5,75737.47,72.59,31.76,273.95,0.01,29.34,23.93,40.61,44.93,2379.6,31.83,3.04,7.44,7.21,40.28,3.11,6.9,9.45,7.09,8.0,10.23,27.38,27.79,14.78,34.79,30.02,3076.3,2379.6,6372.96,2782.51,10.56,83.39,114.68,5645.34,9366.12,5747.99,9523.65,-2349.8,8.74,8.69,39.54,28.98,38.42,37.6,6846.8,20.66,6.9,6.9,9.98,7.75,96.66,63.82,8376.57,Information Technology
P & G Hygiene,500459.0,PGHH,Personal Care - Multinational,14243.0,46316.08,70.64,54.01,220.55,0.0,78.92,33.99,112.44,24.02,715.92,64.69,1.37,7.72,-5.28,80.18,6.57,1.41,5.57,7.37,1.3,9.84,68.74,79.68,-11.92,0.52,6.17,1037.06,715.92,3917.9,869.46,8.15,3.47,0.0,1731.98,2987.05,1869.4,3206.27,-390.16,1.33,15.5,100.63,80.63,107.68,94.99,4316.71,42.31,1.18,1.18,9.84,1.3,122.62,56.19,14014.63,"Fast Moving Consumer Goods, Healthcare"
P I Industries,523642.0,PIIND,Pesticides / Agrochemicals - Indian,3640.2,55239.03,46.09,25.5,112.0,0.02,21.13,17.51,24.0,27.3,1699.2,32.51,0.41,5.89,6.69,59.41,0.98,3.46,18.76,21.96,31.61,33.1,18.48,18.45,-0.38,8.53,18.02,2165.2,1699.2,6492.0,1544.4,13.03,372.8,49.2,2788.3,3104.5,4066.0,5489.0,13.8,18.06,27.43,21.69,18.46,20.98,21.6,7931.7,21.03,2.9,2.9,30.61,31.61,13.56,59.6,3492.52,
Page Industries,532827.0,PAGEIND,Textiles - Products,45615.0,50924.11,42.89,35.96,603.68,0.14,38.35,21.17,45.02,20.53,673.34,75.63,1.53,6.27,24.85,146.04,9.34,1.81,17.38,9.94,18.62,8.1,44.13,45.32,31.14,0.03,20.18,991.65,673.34,4714.19,862.74,19.07,127.04,84.78,1049.47,2174.12,1405.77,2618.35,89.14,23.58,27.87,53.71,46.44,55.31,53.53,4829.32,48.27,0.92,0.92,8.1,18.62,72.48,60.74,43578.64,"Consumer Durables, Textiles"
Patanjali Foods,500368.0,PATANJALI,Solvent Extraction,1906.0,69056.24,69.45,25.16,31.74,0.1,7.63,5.77,11.14,5.41,1149.12,60.09,0.42,4.08,39.7,108.64,1.03,2.78,24.8,20.04,3.99,58.15,,10.63,26.17,20.17,35.74,1766.5,1149.12,31524.66,1293.52,43.13,3659.94,7915.51,1906.32,2046.55,2131.12,2311.12,-265.67,13.42,8.71,13.52,11.13,13.64,11.85,32652.04,34.69,1.42,1.42,55.63,-2.77,28.38,53.78,1854.11,"Chemicals, Oil Gas & Consumable Fuels"
PB Fintech.,543390.0,POLICYBZR,Computers - Software - Medium / Small,1625.3,74577.85,0.0,31.76,5.33,0.05,1.13,0.99,1.75,-0.32,207.6,359.24,0.0,41.7,6260.24,-111.07,21.45,6.05,57.1,47.51,33.16,16.75,-10.44,-8.46,28.49,34.48,,-14.47,242.69,2557.85,-661.53,94.47,109.88,89.55,-2016.33,-2388.88,-1858.2,-2193.49,252.52,45.93,22.95,-8.27,-8.95,-9.28,-14.65,4558.91,190.77,6.05,6.05,14.87,26.0,0.0,53.2,1599.32,Information Technology
